Value,Occurrences,Indices
186,26,"[108, 247, 267, 318, 463, 688, 827, 832, 1063, 1424, 1435, 1460, 1654, 1706, 1723, 1824, 1832, 1916, 2144, 2151, 2203, 2569, 2647, 2667, 2698, 2836]"
187,29,"[25, 225, 465, 552, 604, 709, 723, 753, 758, 838, 1228, 1412, 1419, 1450, 1482, 1598, 1599, 1634, 1759, 2025, 2233, 2363, 2566, 2645, 2659, 2792, 2794, 2963, 3013]"
188,25,"[516, 544, 781, 793, 846, 851, 912, 1000, 1012, 1180, 1195, 1267, 1401, 1455, 1481, 1651, 1776, 1945, 1971, 1986, 2192, 2312, 2407, 2502, 2676]"
189,28,"[24, 112, 339, 410, 476, 1231, 1289, 1318, 1322, 1346, 1429, 1431, 1465, 1531, 1641, 1714, 2012, 2039, 2308, 2377, 2403, 2663, 2803, 2813, 2888, 2922, 2996, 3049]"
190,17,"[580, 776, 1015, 1213, 1320, 1427, 1535, 1569, 1620, 1907, 1950, 2050, 2117, 2290, 2727, 2912, 2978]"
191,21,"[107, 150, 195, 386, 443, 453, 1127, 1243, 1408, 1501, 1923, 1925, 2112, 2183, 2361, 2428, 2512, 2754, 2814, 2852, 2854]"
192,26,"[8, 335, 364, 451, 663, 676, 918, 934, 958, 1033, 1061, 1120, 1130, 1433, 1570, 1679, 1707, 1773, 1797, 1984, 2078, 2616, 2735, 2840, 2878, 2971]"
193,31,"[56, 328, 449, 455, 532, 573, 715, 798, 1023, 1181, 1202, 1380, 1390, 1503, 1744, 1825, 1853, 1872, 2035, 2081, 2155, 2279, 2281, 2307, 2443, 2453, 2505, 2578, 2828, 2892, 2920]"
194,32,"[128, 189, 192, 289, 583, 675, 820, 987, 1017, 1199, 1376, 1442, 1462, 1574, 1632, 1680, 1715, 1740, 1880, 1968, 2119, 2168, 2199, 2232, 2247, 2266, 2360, 2441, 2516, 2710, 2712, 3043]"
195,33,"[58, 90, 153, 172, 281, 401, 500, 567, 876, 991, 1193, 1610, 1612, 1828, 1878, 1883, 1915, 1977, 2017, 2088, 2202, 2219, 2316, 2415, 2430, 2438, 2513, 2743, 2774, 2778, 2835, 2891, 2986]"
196,26,"[9, 64, 66, 262, 687, 816, 834, 865, 957, 1294, 1327, 1347, 1373, 1573, 1624, 1705, 1721, 1735, 2026, 2111, 2263, 2309, 2365, 2595, 2757, 2984]"
197,26,"[222, 254, 260, 429, 444, 617, 752, 813, 878, 906, 1058, 1377, 1525, 1532, 1701, 1753, 1772, 1877, 2154, 2568, 2781, 2853, 2889, 2957, 2990, 3031]"
198,30,"[31, 345, 369, 393, 458, 512, 850, 983, 1041, 1072, 1088, 1189, 1191, 1268, 1312, 1719, 1837, 1855, 1972, 2045, 2120, 2124, 2201, 2301, 2408, 2459, 2565, 2694, 3009, 3020]"
199,35,"[94, 126, 179, 215, 243, 263, 439, 588, 622, 845, 860, 951, 973, 1109, 1194, 1284, 1329, 1352, 1483, 1865, 1991, 2053, 2067, 2073, 2239, 2394, 2418, 2495, 2511, 2523, 2582, 2625, 2635, 2868, 2939]"
200,43,"[6, 26, 123, 158, 169, 387, 460, 466, 489, 535, 598, 685, 733, 785, 790, 825, 1345, 1407, 1497, 1631, 1658, 1718, 1771, 1839, 1897, 1996, 2027, 2097, 2147, 2209, 2236, 2379, 2388, 2396, 2424, 2723, 2732, 2822, 2843, 2905, 2945, 2952, 3047]"
201,28,"[13, 28, 44, 206, 358, 471, 657, 703, 1032, 1091, 1286, 1323, 1529, 1579, 1686, 1710, 1816, 1833, 2079, 2200, 2249, 2390, 2702, 2876, 2911, 2967, 3036, 3064]"
202,36,"[17, 93, 146, 147, 248, 341, 430, 488, 513, 612, 747, 804, 864, 884, 967, 1168, 1262, 1543, 1548, 1557, 1566, 1638, 1764, 1889, 2251, 2367, 2435, 2473, 2543, 2558, 2567, 2572, 2795, 2856, 3018, 3055]"
203,31,"[4, 176, 374, 390, 414, 477, 490, 586, 605, 618, 659, 809, 892, 921, 925, 997, 1152, 1162, 1338, 1437, 1642, 1694, 1918, 1938, 1965, 1994, 1997, 2069, 2176, 2373, 2461]"
204,27,"[20, 23, 467, 515, 875, 948, 969, 1073, 1223, 1311, 1430, 1434, 1466, 1522, 1537, 1590, 1911, 1947, 2402, 2433, 2783, 2809, 2833, 2896, 2989, 3005, 3026]"
205,35,"[102, 191, 244, 273, 495, 525, 680, 743, 784, 870, 1006, 1065, 1068, 1105, 1112, 1290, 1306, 1368, 1472, 1488, 1536, 1611, 1615, 1789, 1990, 2087, 2136, 2196, 2399, 2494, 2730, 2793, 2863, 3046, 3054]"
206,42,"[59, 277, 294, 385, 428, 472, 491, 540, 615, 643, 824, 896, 962, 980, 1094, 1148, 1179, 1217, 1241, 1446, 1498, 1512, 1516, 1572, 1677, 1725, 1750, 1811, 1859, 2129, 2142, 2189, 2306, 2310, 2421, 2520, 2524, 2538, 2584, 2695, 2960, 3041]"
207,26,"[53, 175, 178, 199, 329, 462, 575, 595, 633, 822, 920, 981, 1215, 1244, 1264, 1420, 1545, 1556, 1926, 1976, 2188, 2345, 2354, 2412, 2444, 2498]"
208,30,"[37, 202, 219, 269, 312, 405, 459, 771, 800, 801, 965, 1229, 1280, 1384, 1440, 1805, 1840, 2005, 2083, 2205, 2442, 2560, 2624, 2641, 2751, 2784, 2801, 2881, 2968, 3063]"
209,30,"[196, 229, 255, 359, 399, 442, 590, 890, 1039, 1115, 1224, 1507, 1523, 1613, 1819, 1851, 1920, 1964, 2214, 2223, 2225, 2346, 2383, 2411, 2465, 2586, 2622, 2849, 2907, 3001]"
210,32,"[115, 236, 357, 568, 603, 648, 791, 872, 898, 1103, 1187, 1225, 1315, 1369, 1660, 1864, 1948, 2084, 2164, 2211, 2215, 2274, 2338, 2376, 2660, 2674, 2873, 2974, 2991, 2994, 3019, 3053]"
211,26,"[142, 354, 506, 524, 593, 594, 696, 930, 1076, 1132, 1142, 1299, 1688, 1717, 1765, 1903, 2056, 2210, 2297, 2315, 2371, 2607, 2690, 2785, 2825, 3061]"
212,18,"[642, 786, 842, 1232, 1271, 1317, 1544, 1600, 1861, 1874, 2123, 2163, 2288, 2343, 2358, 2526, 2683, 2810]"
213,9,"[76, 80, 132, 802, 903, 1385, 1791, 2204, 2837]"
214,10,"[647, 698, 1392, 1586, 1858, 2086, 2222, 2468, 2808, 3056]"
215,13,"[171, 681, 1140, 1941, 2059, 2064, 2195, 2476, 2518, 2590, 2614, 2686, 2944]"
216,6,"[54, 157, 585, 844, 882, 2132]"
