Value,Occurrences,Indices
196,43,"[54, 62, 101, 161, 198, 248, 262, 335, 359, 361, 577, 617, 645, 686, 849, 1000, 1005, 1055, 1085, 1161, 1179, 1378, 1416, 1471, 1491, 1543, 1587, 1595, 1647, 1655, 1671, 1718, 1875, 1891, 1900, 1913, 1957, 1972, 2024, 2197, 2337, 2465, 2508]"
197,55,"[64, 145, 218, 233, 263, 283, 288, 311, 341, 495, 580, 629, 648, 656, 683, 684, 740, 796, 845, 868, 894, 945, 1025, 1030, 1054, 1077, 1082, 1146, 1231, 1255, 1300, 1305, 1457, 1472, 1517, 1522, 1634, 1675, 1696, 1720, 1840, 1922, 1930, 1945, 2020, 2087, 2131, 2186, 2188, 2285, 2384, 2412, 2476, 2488, 2529]"
198,50,"[31, 164, 203, 214, 242, 425, 454, 526, 558, 595, 699, 818, 918, 962, 996, 998, 1016, 1034, 1062, 1064, 1076, 1095, 1107, 1176, 1271, 1351, 1402, 1422, 1498, 1612, 1643, 1668, 1722, 1777, 1790, 1939, 2009, 2017, 2033, 2063, 2073, 2081, 2147, 2253, 2281, 2331, 2385, 2464, 2526, 2530]"
199,42,"[163, 177, 247, 323, 490, 517, 578, 596, 658, 673, 712, 718, 750, 756, 891, 908, 919, 973, 1013, 1078, 1331, 1346, 1363, 1473, 1499, 1605, 1607, 1806, 1826, 1867, 1917, 1932, 1935, 2060, 2118, 2244, 2290, 2340, 2413, 2472, 2492, 2504]"
200,45,"[67, 76, 84, 228, 392, 451, 510, 652, 661, 758, 777, 802, 831, 914, 1074, 1121, 1139, 1243, 1373, 1405, 1485, 1497, 1513, 1538, 1594, 1639, 1674, 1731, 1759, 1854, 1905, 1911, 2003, 2012, 2048, 2119, 2138, 2148, 2174, 2247, 2270, 2293, 2334, 2424, 2543]"
201,62,"[1, 73, 115, 150, 192, 206, 227, 245, 252, 257, 344, 469, 635, 665, 677, 690, 691, 731, 733, 753, 755, 822, 829, 830, 878, 950, 951, 1063, 1098, 1148, 1204, 1234, 1244, 1310, 1368, 1478, 1531, 1560, 1604, 1636, 1662, 1672, 1727, 1735, 1758, 1773, 1812, 1825, 1901, 1920, 1952, 1987, 2055, 2065, 2125, 2208, 2227, 2370, 2438, 2449, 2458, 2467]"
202,54,"[45, 108, 182, 189, 204, 269, 325, 360, 372, 429, 438, 485, 585, 600, 628, 632, 655, 832, 872, 925, 932, 935, 968, 1051, 1070, 1087, 1105, 1155, 1214, 1283, 1362, 1367, 1430, 1484, 1495, 1551, 1573, 1598, 1855, 1861, 2066, 2121, 2143, 2236, 2254, 2256, 2317, 2318, 2341, 2363, 2396, 2418, 2523, 2545]"
203,59,"[70, 172, 220, 326, 332, 393, 403, 416, 458, 483, 519, 552, 607, 685, 715, 725, 863, 866, 877, 921, 978, 992, 1066, 1103, 1126, 1349, 1469, 1482, 1528, 1558, 1640, 1682, 1755, 1774, 1793, 1804, 1811, 1839, 1856, 1859, 1869, 1933, 1966, 1992, 2005, 2030, 2051, 2088, 2097, 2106, 2126, 2127, 2144, 2192, 2196, 2267, 2268, 2323, 2391]"
204,51,"[0, 13, 21, 26, 141, 165, 286, 330, 357, 398, 482, 506, 525, 573, 682, 709, 729, 784, 789, 797, 804, 837, 855, 913, 957, 1101, 1153, 1224, 1309, 1318, 1342, 1452, 1483, 1667, 1740, 1800, 1829, 1912, 2008, 2041, 2103, 2185, 2264, 2277, 2306, 2355, 2450, 2506, 2507, 2541, 2571]"
205,79,"[3, 49, 72, 97, 107, 139, 144, 159, 180, 184, 205, 208, 324, 370, 396, 427, 503, 505, 589, 627, 631, 637, 700, 706, 717, 749, 761, 765, 806, 836, 886, 904, 952, 955, 1021, 1037, 1049, 1050, 1052, 1094, 1127, 1203, 1233, 1280, 1293, 1350, 1357, 1380, 1388, 1399, 1621, 1658, 1661, 1669, 1734, 1798, 1820, 1862, 1865, 1877, 1964, 2028, 2074, 2133, 2146, 2159, 2172, 2173, 2301, 2314, 2394, 2409, 2428, 2460, 2520, 2531, 2553, 2572, 2584]"
206,62,"[6, 195, 225, 327, 418, 593, 642, 670, 812, 859, 879, 880, 882, 912, 937, 983, 1012, 1058, 1092, 1150, 1198, 1202, 1205, 1206, 1335, 1340, 1398, 1412, 1502, 1506, 1536, 1584, 1593, 1606, 1609, 1631, 1649, 1673, 1769, 1795, 1805, 1808, 1889, 1918, 1954, 1979, 1982, 2056, 2152, 2259, 2260, 2284, 2399, 2421, 2423, 2456, 2497, 2512, 2518, 2537, 2548, 2595]"
207,66,"[92, 109, 183, 295, 328, 378, 390, 433, 439, 500, 514, 523, 550, 554, 586, 653, 711, 726, 735, 759, 778, 790, 892, 920, 958, 961, 997, 1023, 1069, 1090, 1175, 1218, 1221, 1235, 1239, 1248, 1250, 1306, 1359, 1583, 1646, 1748, 1784, 1828, 1884, 1885, 1888, 1924, 1968, 1995, 2047, 2072, 2207, 2222, 2226, 2269, 2282, 2338, 2354, 2358, 2417, 2441, 2466, 2493, 2570, 2575]"
208,64,"[86, 120, 123, 174, 188, 232, 280, 336, 353, 354, 381, 387, 415, 455, 571, 612, 626, 687, 721, 741, 780, 798, 899, 906, 915, 926, 939, 1015, 1040, 1132, 1137, 1225, 1238, 1288, 1330, 1421, 1427, 1544, 1555, 1613, 1651, 1653, 1791, 1842, 1882, 1937, 1956, 2007, 2010, 2045, 2157, 2214, 2287, 2315, 2335, 2422, 2437, 2446, 2452, 2496, 2515, 2561, 2582, 2585]"
209,54,"[2, 29, 60, 105, 111, 112, 176, 230, 274, 297, 315, 352, 436, 468, 488, 770, 786, 870, 917, 1027, 1169, 1189, 1213, 1246, 1270, 1312, 1317, 1319, 1321, 1444, 1520, 1644, 1723, 1729, 1876, 1904, 1928, 1963, 1969, 1970, 1975, 2001, 2070, 2114, 2181, 2202, 2255, 2313, 2330, 2389, 2471, 2532, 2546, 2568]"
210,65,"[11, 18, 51, 166, 251, 301, 350, 373, 399, 413, 430, 471, 486, 491, 509, 548, 559, 713, 791, 805, 811, 823, 852, 871, 902, 965, 967, 970, 1028, 1060, 1075, 1108, 1118, 1168, 1260, 1268, 1275, 1311, 1322, 1408, 1410, 1432, 1486, 1516, 1554, 1586, 1710, 1724, 1739, 1779, 1813, 1815, 1896, 1978, 2042, 2090, 2153, 2224, 2316, 2326, 2360, 2369, 2444, 2514, 2579]"
211,63,"[103, 157, 168, 191, 290, 319, 322, 431, 499, 539, 592, 636, 659, 662, 668, 679, 734, 838, 841, 903, 1006, 1033, 1173, 1209, 1232, 1256, 1257, 1323, 1348, 1353, 1365, 1369, 1545, 1549, 1581, 1616, 1679, 1691, 1719, 1764, 1765, 1847, 1936, 1950, 2015, 2069, 2104, 2156, 2193, 2194, 2241, 2266, 2307, 2320, 2381, 2410, 2478, 2486, 2527, 2565, 2573, 2590, 2598]"
212,74,"[19, 47, 135, 229, 249, 255, 304, 305, 307, 318, 368, 383, 405, 409, 440, 472, 474, 538, 562, 601, 644, 664, 675, 701, 720, 743, 747, 771, 803, 808, 874, 897, 916, 946, 948, 949, 956, 1020, 1112, 1157, 1178, 1184, 1241, 1272, 1277, 1366, 1456, 1465, 1479, 1487, 1590, 1652, 1660, 1717, 1732, 1743, 1762, 1818, 1878, 1910, 1921, 1931, 1934, 1958, 1990, 1998, 2211, 2251, 2265, 2322, 2374, 2393, 2431, 2461]"
213,40,"[71, 209, 266, 316, 340, 364, 375, 404, 475, 479, 551, 621, 639, 748, 884, 1026, 1056, 1259, 1282, 1290, 1307, 1326, 1404, 1415, 1423, 1596, 1614, 1626, 1687, 1694, 1701, 1736, 1810, 1822, 1897, 1973, 2215, 2221, 2243, 2362]"
214,59,"[24, 94, 134, 200, 238, 260, 346, 374, 424, 443, 598, 616, 620, 633, 634, 724, 732, 739, 788, 795, 834, 907, 981, 1001, 1059, 1083, 1138, 1142, 1167, 1180, 1475, 1488, 1494, 1504, 1519, 1521, 1534, 1577, 1580, 1666, 1712, 1721, 1752, 1770, 1895, 1919, 1944, 2019, 2022, 2067, 2141, 2169, 2233, 2327, 2344, 2398, 2474, 2542, 2588]"
215,37,"[110, 158, 186, 216, 256, 281, 284, 466, 501, 532, 541, 681, 698, 854, 911, 938, 1031, 1191, 1315, 1327, 1379, 1532, 1630, 1632, 1645, 1709, 1830, 1915, 1962, 2094, 2113, 2132, 2217, 2359, 2414, 2558, 2577]"
216,32,"[14, 66, 146, 154, 196, 243, 349, 625, 775, 847, 890, 972, 1039, 1067, 1130, 1134, 1185, 1200, 1265, 1358, 1389, 1440, 1493, 1576, 1602, 1603, 1663, 1746, 2025, 2228, 2292, 2436]"
217,17,"[106, 126, 345, 489, 513, 582, 842, 982, 986, 1038, 1455, 1489, 1579, 1834, 2002, 2242, 2376]"
218,4,"[1873, 1886, 2058, 2271]"
