Value,Occurrences,Indices
183,18,"[49, 275, 402, 538, 639, 737, 837, 1482, 1651, 1774, 1797, 1861, 2176, 2424, 2525, 2610, 2699, 2765]"
184,21,"[72, 101, 286, 482, 709, 770, 951, 1043, 1057, 1109, 1128, 1277, 1419, 1431, 1445, 1729, 2329, 2510, 2691, 2791, 2974]"
185,29,"[21, 115, 296, 300, 503, 763, 807, 987, 994, 1008, 1039, 1123, 1156, 1241, 1272, 1286, 1450, 1757, 1834, 1933, 1955, 2377, 2531, 2616, 2635, 2736, 2762, 2810, 2849]"
186,28,"[109, 248, 268, 319, 459, 465, 690, 833, 857, 1064, 1327, 1427, 1438, 1462, 1653, 1704, 1721, 1822, 1830, 1915, 2143, 2150, 2202, 2567, 2645, 2665, 2820, 2835]"
187,25,"[25, 208, 226, 467, 543, 606, 711, 725, 760, 795, 839, 1087, 1231, 1422, 1484, 1598, 1633, 1826, 2231, 2564, 2643, 2777, 2793, 2919, 3013]"
188,28,"[322, 457, 518, 546, 783, 834, 847, 1013, 1197, 1270, 1404, 1465, 1483, 1650, 1943, 1969, 1982, 2015, 2023, 2311, 2406, 2442, 2500, 2674, 2862, 2912, 2962, 2996]"
189,28,"[24, 113, 274, 340, 412, 478, 1182, 1232, 1234, 1292, 1321, 1325, 1432, 1452, 1467, 1531, 1640, 1712, 1984, 2010, 2037, 2307, 2376, 2661, 2812, 2921, 2978, 3049]"
190,18,"[212, 582, 732, 828, 1016, 1216, 1323, 1371, 1430, 1535, 1569, 1619, 1906, 1948, 2288, 2662, 2706, 2911]"
191,23,"[108, 151, 196, 388, 445, 455, 778, 852, 1103, 1129, 1246, 1501, 1922, 1924, 2034, 2111, 2182, 2360, 2426, 2753, 2813, 2851, 2853]"
192,28,"[8, 365, 453, 560, 665, 678, 876, 919, 935, 959, 1034, 1062, 1122, 1132, 1349, 1436, 1548, 1771, 1796, 1880, 2095, 2453, 2614, 2734, 2839, 2877, 2971, 3034]"
193,26,"[57, 329, 451, 554, 575, 800, 1024, 1183, 1204, 1383, 1503, 1851, 1871, 2033, 2154, 2277, 2279, 2306, 2441, 2451, 2503, 2576, 2639, 2697, 2827, 2891]"
194,32,"[45, 59, 129, 193, 585, 677, 821, 913, 1018, 1059, 1201, 1444, 1464, 1574, 1631, 1679, 1738, 1879, 2118, 2167, 2198, 2201, 2230, 2245, 2362, 2402, 2428, 2514, 2593, 2709, 2711, 3043]"
195,35,"[9, 40, 91, 154, 173, 282, 336, 502, 877, 958, 988, 992, 1609, 1611, 1713, 1823, 1877, 1966, 1975, 1994, 2048, 2077, 2096, 2200, 2217, 2234, 2439, 2457, 2511, 2623, 2726, 2742, 2834, 2887, 2986]"
196,25,"[65, 67, 263, 290, 559, 817, 835, 866, 921, 1350, 1573, 1703, 1719, 1733, 1882, 2024, 2110, 2191, 2308, 2364, 2466, 2756, 2890, 2984, 2990]"
197,25,"[223, 255, 261, 446, 517, 619, 754, 907, 1193, 1380, 1525, 1532, 1570, 1678, 1751, 1876, 2153, 2293, 2407, 2566, 2780, 2852, 2888, 2956, 3031]"
198,31,"[31, 244, 346, 370, 395, 460, 514, 689, 851, 879, 1042, 1195, 1271, 1287, 1315, 1379, 1415, 1705, 1770, 1853, 1863, 1970, 2080, 2123, 2261, 2264, 2414, 2563, 2693, 3009, 3020]"
199,30,"[95, 127, 216, 264, 441, 590, 624, 861, 952, 974, 982, 1111, 1332, 1355, 1457, 1529, 1989, 2043, 2052, 2072, 2119, 2237, 2300, 2411, 2416, 2493, 2509, 2722, 2867, 3047]"
200,36,"[6, 26, 124, 389, 431, 462, 468, 491, 537, 588, 735, 787, 1001, 1089, 1134, 1297, 1410, 1485, 1630, 1657, 1716, 1769, 1837, 1896, 1914, 2025, 2146, 2378, 2387, 2395, 2422, 2675, 2731, 2821, 2904, 2951]"
201,22,"[13, 28, 207, 359, 473, 600, 659, 705, 1033, 1092, 1348, 1708, 2066, 2078, 2389, 2633, 2701, 2875, 2910, 2938, 3036, 3064]"
202,30,"[94, 147, 148, 170, 249, 515, 749, 805, 846, 865, 885, 893, 968, 1170, 1265, 1543, 1566, 1637, 1685, 2116, 2199, 2366, 2471, 2570, 2580, 2657, 2794, 2855, 3018, 3055]"
203,32,"[4, 375, 387, 392, 416, 479, 492, 607, 620, 661, 922, 926, 998, 1074, 1154, 1164, 1641, 1699, 1742, 1917, 1937, 1963, 1992, 1995, 2068, 2087, 2247, 2359, 2372, 2459, 2565, 3001]"
204,30,"[20, 23, 403, 469, 490, 569, 773, 810, 814, 949, 970, 1114, 1326, 1411, 1433, 1468, 1522, 1590, 1831, 1910, 1945, 2431, 2433, 2436, 2773, 2782, 2808, 2989, 3005, 3026]"
205,31,"[103, 180, 295, 342, 527, 682, 786, 823, 825, 826, 871, 1007, 1066, 1069, 1107, 1309, 1341, 1474, 1490, 1610, 1614, 1888, 2135, 2195, 2393, 2398, 2492, 2622, 2729, 2792, 2895]"
206,41,"[17, 159, 278, 430, 474, 645, 717, 897, 984, 1095, 1181, 1209, 1220, 1226, 1244, 1314, 1437, 1448, 1512, 1516, 1572, 1597, 1623, 1723, 1762, 1835, 1838, 1865, 1988, 2128, 2141, 2223, 2309, 2419, 2518, 2582, 2694, 2906, 2959, 3041, 3046]"
207,30,"[60, 176, 179, 200, 245, 330, 464, 577, 587, 597, 617, 635, 792, 1218, 1247, 1267, 1545, 1556, 1579, 1748, 1810, 1925, 2187, 2344, 2353, 2496, 2521, 2536, 2541, 2612]"
208,30,"[37, 203, 220, 270, 313, 379, 407, 461, 592, 802, 1150, 1283, 1293, 1387, 1442, 1536, 2003, 2082, 2086, 2188, 2204, 2558, 2750, 2783, 2800, 2880, 2966, 2967, 2994, 3054]"
209,34,"[192, 197, 230, 256, 360, 444, 493, 497, 891, 966, 1117, 1227, 1507, 1612, 1849, 1857, 1862, 1919, 1962, 1974, 2212, 2221, 2382, 2401, 2410, 2440, 2463, 2584, 2802, 2832, 2848, 2905, 2944, 3063]"
210,38,"[54, 116, 177, 237, 358, 401, 605, 614, 650, 793, 873, 899, 1040, 1105, 1189, 1191, 1228, 1318, 1330, 1372, 1537, 1659, 1782, 1804, 1946, 2083, 2163, 2175, 2194, 2210, 2213, 2249, 2272, 2337, 2345, 2375, 2620, 2872]"
211,29,"[355, 508, 526, 570, 595, 596, 698, 931, 963, 1077, 1523, 1687, 1763, 1902, 2055, 2209, 2286, 2296, 2314, 2556, 2605, 2658, 2689, 2784, 2824, 2969, 3019, 3053, 3061]"
212,16,"[644, 843, 1144, 1235, 1302, 1544, 1557, 1676, 1788, 1859, 1873, 2050, 2122, 2162, 2522, 2682]"
213,19,"[77, 81, 133, 803, 1388, 1599, 1715, 1790, 1817, 2203, 2305, 2342, 2357, 2370, 2516, 2524, 2672, 2809, 2836]"
214,14,"[649, 700, 745, 788, 904, 1274, 1320, 1395, 1586, 1856, 2085, 2220, 2807, 3056]"
215,10,"[683, 1142, 1423, 2058, 2131, 2474, 2588, 2685, 2943, 2991]"
216,6,"[55, 143, 158, 845, 883, 2063]"
217,1,[172]
